,Learning_method,Role,Yearly_pay,Visualisation_tool,Charts,Organization_area,Undergraduate_major,Gender,Country,Hour_data_visualization,Hour_data_engineering,Hour_data_science,Hour_design,Hour_data_prep,Hour_build_portfolio,Presentation_format,tool_Excel,tool_Tableau,tool_R,tool_ggplot2,tool_Python,tool_D3,tool_Pen&Paper,tool_Illustrator,tool_PowerBI,tool_Plotly,chart_BarChart,chart_LineChart,chart_Scatterplot,chart_PieChart,chart_Hexbin/Heatmap,chart_Infographics,chart_Treemap,chart_FlowChart),chart_FlowDiagram(Sankey,chart_DAGRE,chart_ChoroplethMap,chart_NetworkDiagram,format_Presentations,format_Dashboard,format_Documents,format_Email,format_Embeddedinatool,format_StaticWebPage,format_InteractiveNotebook,format_Scrollytelling
1066,Mostly From School (or other formal courses),Student,< $20k,"ggplot2,Illustrator,R,Flourish,RawGraphs","LineChart,BarChart,Scatterplot,Infographics,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Photography,Woman,USA,20.0,0.0,0.0,20.0,20.0,0.0,"Documents,Presentations,Print",no,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no
1067,Mostly Self-Taught,Designer,$80k - $100k,"Excel,Illustrator,Pen&Paper","LineChart,BarChart,PieChart,Infographics,PictorialVisualization",Private sector,Advertising,Woman,USA,20.0,0.0,0.0,20.0,0.0,0.0,"Documents,Presentations",yes,no,no,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
1071,Mostly Self-Taught,Leadership,$160k - $180k,"Excel,Illustrator","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,FlowDiagram(Sankey,DAGRE,FlowChart),Dotplot",Private sector,Graphic Design,Woman,USA,10.0,0.0,0.0,20.0,0.0,0.0,"Embeddedinatool,Dashboard,Presentations",yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no
1072,Mostly Self-Taught,Leadership,$60k - $80k,"D3,Excel,ggplot2,Illustrator,Java,PowerBI,R,Pen&Paper,Otherphysicalmaterials","LineChart,BarChart,PieChart,Scatterplot,Infographics,PictorialVisualization,FlowDiagram(Sankey,DAGRE,FlowChart),VennDiagramsandTernaryPlots",Academic,Statistics,Woman,Scotland,18.0,8.0,1.0,6.0,3.0,0.0,"Embeddedinatool,Dashboard,StaticWebPage,Documents,Presentations,Email,Newspaperorotherphysicalhandout",yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no
1073,Mostly Self-Taught,Other,$40k - $60k,Excel,"LineChart,BarChart,PieChart,PictorialVisualization,ChoroplethMap,Dotplot,wafflechart,etc.",Public sector,Health Science,Woman,USA,1.0,0.0,0.0,6.0,2.0,0.0,"Documents,Presentations,Email,Newspaperorotherphysicalhandout",yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no
1075,Mostly Self-Taught,Other,$40k - $60k,"Excel,Cognos","LineChart,BarChart,PieChart",Academic,IT & Computing,Woman,United Kingdom,2.0,1.0,0.0,1.0,1.0,0.0,"Dashboard,Documents",yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
1076,Equal Parts School and Self-Taught,Designer,$40k - $60k,"ArcGIS,D3,Excel,Illustrator,Java,Leaflet,Mapbox,Plotly,PowerBI,Python,Tableau,Vega,Pen&Paper,Otherphysicalmaterials,Matplotlib","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,Dendrogram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),Force-DirectedGraph",Private sector,Technical Theatre,Woman,USA,20.0,5.0,5.0,10.0,5.0,2.0,"Embeddedinatool,Dashboard,Scrollytelling,StaticWebPage,Documents,Presentations",yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes
1077,Equal Parts School and Self-Taught,Designer,$80k - $100k,"Excel,Illustrator,Microstrategy,R,Tableau,Pen&Paper","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Life Sciences,Woman,Canada,14.0,0.0,0.0,14.0,2.0,0.0,"Embeddedinatool,Dashboard,Documents,Presentations",yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no
1079,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,PowerBI,Tableau","LineChart,BarChart,PieChart,Scatterplot,Infographics",Private sector,Design,Woman,United Kingdom,5.0,2.0,7.5,7.5,15.0,2.0,"Dashboard,Presentations",yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
1080,Mostly Self-Taught,Analyst,$100k - $120k,"Tableau,DataStudio","LineChart,BarChart,Scatterplot,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Behavioural Science,Woman,Australia,20.0,10.0,5.0,5.0,5.0,0.0,"Dashboard,InteractiveNotebook,Presentations,Slack",no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no
1083,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,Python,R,Tableau","LineChart,BarChart,PieChart",Academic,Humanities,Woman,USA,10.0,0.0,0.0,2.0,3.0,3.0,"Dashboard,Scrollytelling,StaticWebPage",yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes
1087,Mostly Self-Taught,Analyst,$20k - $40k,"Excel,ggplot2,Plotly,QGIS,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,RasterMap",Not-for-profit,Zoology,Woman,United Kingdom,5.0,10.0,20.0,0.0,5.0,0.0,"Documents,Presentations,Email",yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no
1089,Mostly Self-Taught,Developer,$120k - $140k,"R,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,FlowDiagram(Sankey,DAGRE,FlowChart),Ternaryplot,histogram,boxplot,barbell",Private sector,Art history,Woman,USA,15.0,20.0,0.0,10.0,20.0,0.0,"Dashboard,Documents,Presentations,Email,Slack",no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no
1091,Mostly Self-Taught,Developer,$60k - $80k,"D3,Excel,Highcharts,Leaflet,Mapbox,Plotly,Otherphysicalmaterials","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap",Not-for-profit,History,Woman,USA,20.0,3.0,1.0,2.0,1.0,0.0,"Scrollytelling,StaticWebPage,Presentations",yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes
1092,Mostly Self-Taught,Academic,$80k - $100k,"Excel,Tableau","LineChart,Scatterplot,Hexbin/Heatmap,Treemap",Academic,business,Woman,USA,20.0,0.0,0.0,5.0,5.0,0.0,"Scrollytelling,Documents,Presentations",yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes
1095,Mostly Self-Taught,Analyst,$60k - $80k,"ArcGIS,Excel","LineChart,BarChart,PieChart",Public sector,Psychology,Woman,USA,5.0,0.0,20.0,2.0,6.0,0.0,"StaticWebPage,Documents,Presentations",yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
1096,Mostly Self-Taught,Leadership,$60k - $80k,"PowerBI,Pen&Paper","LineChart,BarChart,PieChart,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Sociology,Woman,USA,4.0,0.0,0.0,4.0,0.0,0.0,"Documents,Presentations",no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no
1101,Equal Parts School and Self-Taught,Designer,$20k - $40k,"D3,Excel,ggplot2,Leaflet,Plotly,Qlik,R,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics",Private sector,Business Administration,Woman,Spain,5.0,0.0,10.0,5.0,5.0,10.0,"Embeddedinatool,Documents,Presentations,Email",yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no
1104,Mostly Self-Taught,Scientist,$40k - $60k,"Excel,ggplot2,Leaflet,Plotly,R","LineChart,BarChart,Scatterplot,Boxplots",Public sector,Biology,Woman,USA,10.0,0.0,0.0,0.0,20.0,0.0,"Embeddedinatool,Documents,Presentations,Email,Newspaperorotherphysicalhandout",yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no
1106,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,PowerBI","LineChart,BarChart,Scatterplot,Treemap",Public sector,Mathematics and Statistics,Woman,England,1.0,0.0,0.0,0.0,10.0,0.0,Dashboard,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
1113,Mostly Self-Taught,Scientist,$40k - $60k,"Excel,ggplot2,R,Pen&Paper,SASVisualAnalytics","BarChart,Scatterplot,FlowDiagram(Sankey,DAGRE,FlowChart),3DCharts",Academic,Biology,Woman,USA,10.0,1.0,3.0,1.0,5.0,0.0,"Embeddedinatool,Dashboard,InteractiveNotebook,Documents,Presentations,Email",yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no
1114,Mostly Self-Taught,Academic,$80k - $100k,"Excel,ggplot2,Illustrator,Leaflet,QGIS,R","LineChart,BarChart,Scatterplot,NetworkDiagram",Academic,Marine biology,Woman,Australia,5.0,5.0,0.0,2.0,5.0,2.0,"Documents,Presentations,Publishedarticles",yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
1115,Mostly Self-Taught,Scientist,< $20k,"ggplot2,Illustrator,R,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,NetworkDiagram",Academic,Medical biotechnology ,Woman,Spain,2.0,0.0,5.0,0.0,5.0,0.0,"Presentations,Scientificpublications",no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
1117,Mostly Self-Taught,Analyst,$60k - $80k,"D3,ggplot2,Highcharts,Leaflet,Plotly,R","LineChart,BarChart,Scatterplot,Treemap,ChoroplethMap,3DCharts",Private sector,Mathematics,Woman,USA,8.0,0.0,24.0,8.0,2.0,0.0,"Embeddedinatool,Dashboard,StaticWebPage,InteractiveNotebook,Documents,Presentations,Email",no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no
1121,Equal Parts School and Self-Taught,Analyst,$100k - $120k,"Excel,ggplot2,Leaflet,Plotly,R,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Business Analytics,Woman,USA,5.0,7.0,10.0,0.0,15.0,3.0,"Dashboard,InteractiveNotebook,Presentations",yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no
1122,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,ggplot2,Tableau,Pen&Paper","LineChart,BarChart,Scatterplot,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,social sciences,Woman,Ireland,10.0,1.0,15.0,0.0,5.0,0.0,"Dashboard,Presentations",yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no
1123,Mostly Self-Taught,Analyst,$20k - $40k,"ggplot2,Plotly,Python,Pen&Paper,Otherphysicalmaterials","LineChart,BarChart,Scatterplot,PictorialVisualization,Treemap,NetworkDiagram",Private sector,Molecular genetics,Woman,Germany,10.0,5.0,5.0,0.0,20.0,5.0,"Embeddedinatool,Dashboard,Presentations,Email,Wikipages",no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no
1126,Equal Parts School and Self-Taught,Leadership,$140k - $160k,"Excel,Python,Tableau,Pen&Paper,GoogleDataStudio","LineChart,BarChart,PieChart",Private sector,International Studies and French,Woman,USA,10.0,5.0,5.0,5.0,2.0,0.0,"Embeddedinatool,Dashboard,InteractiveNotebook,Presentations,Email",yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no
1127,Mostly Self-Taught,Academic,$200k+,"ArcGIS,D3,Illustrator,Java,Leaflet,Plotly,Python,Tableau,WebGL,Pen&Paper,P5/Processing,Matplotlib","LineChart,BarChart,Scatterplot,Infographics,PictorialVisualization,Dendrogram,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart),3DCharts,Force-DirectedGraph",Academic,Physics ,Woman,USA,4.0,0.0,4.0,2.0,0.0,0.0,"Embeddedinatool,StaticWebPage,InteractiveNotebook,Documents,Presentations,Email,Newspaperorotherphysicalhandout",no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no
1128,Equal Parts School and Self-Taught,Academic,$200k+,"Cytoscape,D3,ggplot2,R,Tableau","LineChart,BarChart,Scatterplot,NetworkDiagram",Academic,computer science,Woman,Canada,0.0,0.0,0.0,0.0,0.0,0.0,"Embeddedinatool,InteractiveNotebook",no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no
1131,Mostly From School (or other formal courses),Analyst,$20k - $40k,"Excel,Tableau","BarChart,PieChart,Infographics,PictorialVisualization,Treemap",Public sector,Biological Sciences,Woman,USA,10.0,0.0,0.0,0.0,5.0,2.0,"Scrollytelling,StaticWebPage,Documents,Presentations",yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes
1132,Mostly Self-Taught,Leadership,$40k - $60k,"Excel,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Chemistry,Woman,USA,3.0,0.0,0.0,2.0,6.0,0.0,"Dashboard,Documents,Presentations",yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no
1134,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,PowerBI,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Hexbin/Heatmap,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Social Work,Woman,USA,8.0,1.0,0.0,1.0,5.0,0.0,"Dashboard,Documents,Presentations,Email",yes,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no
1137,Equal Parts School and Self-Taught,Analyst,$20k - $40k,"Excel,ggplot2,R","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap",Public sector,maths,Woman,United Kingdom,10.0,15.0,0.0,0.0,10.0,0.0,"Dashboard,Documents,Presentations,Email",yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no
1141,Mostly Self-Taught,Analyst,$40k - $60k,"D3,Excel,Illustrator,Plotly,Python,Tableau,Pen&Paper,Matplotlib,Infogram,Datawrapper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,Treemap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart",Not-for-profit,Economics,Woman,USA,8.0,5.0,3.0,10.0,2.0,1.0,"Dashboard,Scrollytelling,Email,Newspaperorotherphysicalhandout",yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes
1142,Mostly Self-Taught,Analyst,$40k - $60k,"ArcGIS,Excel,ggplot2,R,Tableau","LineChart,BarChart,Scatterplot,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Statistics,Woman,USA,6.0,2.0,14.0,2.0,16.0,0.0,"Documents,Email",yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no
1143,Equal Parts School and Self-Taught,Analyst,$80k - $100k,"Excel,ggplot2,PowerBI,R,Tableau,Pen&Paper","LineChart,BarChart,Hexbin/Heatmap",Not-for-profit,Political Science,Woman,USA,10.0,5.0,5.0,10.0,10.0,0.0,"Dashboard,StaticWebPage,Documents,Presentations",yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
1146,Mostly Self-Taught,Scientist,$80k - $100k,Illustrator,"LineChart,BarChart,Scatterplot,SwarmChart",Hospital / Health system,Neuroscience,Woman,USA,5.0,0.0,0.0,5.0,5.0,0.0,"Documents,Presentations",no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
1147,Mostly From School (or other formal courses),Academic,$40k - $60k,"D3,Gephi,Illustrator,Java,Tableau","LineChart,NetworkDiagram,ChoroplethMap",Academic,Computer Science,Woman,Germany,12.0,2.0,0.0,3.0,3.0,0.0,"StaticWebPage,Presentations",no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no
1150,Equal Parts School and Self-Taught,Scientist,$60k - $80k,"Illustrator,Matlab","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization",Academic,Mechanical engineering,Woman,USA,5.0,0.0,10.0,5.0,20.0,0.0,"Publisharticleswithfiguresinscientificjournals,presentscienceatscientificconferences",no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1151,Mostly Self-Taught,Scientist,$60k - $80k,"Excel,R,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Biology,Woman,Canada,5.0,5.0,20.0,3.0,5.0,2.0,"Documents,Presentations",yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no
1152,Equal Parts School and Self-Taught,Analyst,$40k - $60k,"ggplot2,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Psychology,Woman,USA,10.0,5.0,10.0,5.0,10.0,5.0,"StaticWebPage,Documents,Presentations,Email,Newspaperorotherphysicalhandout",no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no
1154,Equal Parts School and Self-Taught,Academic,$60k - $80k,"ggplot2,Leaflet,Plotly,Python,QGIS,R,Vega,WebGL,Matplotlib","Scatterplot,ChoroplethMap,RasterMap,3DCharts",Academic,Computer science,Woman,Norway,8.0,8.0,8.0,2.0,10.0,0.0,"Dashboard,StaticWebPage,InteractiveNotebook,Documents,Presentations",no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no
1156,Mostly Self-Taught,Scientist,$20k - $40k,"ggplot2,Illustrator,Plotly,R","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Dendrogram,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart),boxplot,waterfallplot",Public hospital and private foundation,Marine biology,Woman,Spain,5.0,5.0,10.0,3.0,15.0,2.0,"Documents,Presentations",no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no
1160,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,ggplot2,R,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Infographics,PictorialVisualization,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,Neuroscience,Woman,USA,10.0,0.0,0.0,10.0,10.0,0.0,"Embeddedinatool,Dashboard,InteractiveNotebook,Documents,Presentations",yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no
1162,Mostly Self-Taught,Analyst,$20k - $40k,"ArcGIS,Illustrator,QGIS,Canva","Infographics,ChoroplethMap,RasterMap",Academic,Urban Planning,Woman,USA,5.0,0.0,5.0,5.0,5.0,0.0,"StaticWebPage,Documents,Presentations,Newspaperorotherphysicalhandout",no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no
1166,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,Tableau","LineChart,BarChart,PieChart,Treemap",Private sector,Business,Woman,USA,10.0,0.0,15.0,5.0,10.0,0.0,"Dashboard,Presentations,Email",yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
1167,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,Tableau","LineChart,BarChart,PieChart,Scatterplot,Treemap",Private sector,Cognitive Science,Woman,USA,2.0,2.0,0.0,1.0,10.0,0.0,"Dashboard,Documents,Presentations",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
1169,Mostly From School (or other formal courses),Analyst,$40k - $60k,"Tableau,Pen&Paper","LineChart,BarChart,Hexbin/Heatmap",Private sector,Economics,Woman,United Kingdom ,15.0,0.0,0.0,10.0,10.0,0.0,"Embeddedinatool,Dashboard,Documents,Presentations,Email",no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no
1172,Mostly Self-Taught,Designer,$100k - $120k,"Excel,Tableau","LineChart,BarChart,Hexbin/Heatmap",Not-for-profit,Decision Analytics,Woman,USA,10.0,5.0,0.0,5.0,20.0,4.0,"Dashboard,Documents,Presentations,Email,Tableauserver",yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no
1173,Equal Parts School and Self-Taught,Developer,$200k+,"ArcGIS,D3,Excel,ggplot2,Gephi,Highcharts,Leaflet,Plotly,PowerBI,Python,QGIS,Qlik,R,Tableau,Pentaho","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Treemap,Dendrogram,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Computer Science,Woman,USA,6.0,10.0,20.0,4.0,8.0,8.0,"Dashboard,InteractiveNotebook,Presentations",yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no
1180,Mostly Self-Taught,Analyst,$40k - $60k,"ggplot2,PowerBI,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Sociology,Woman,United Kingdom,4.0,8.0,16.0,0.0,8.0,0.0,"Dashboard,InteractiveNotebook,Presentations,Email",no,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,no
1181,Equal Parts School and Self-Taught,Designer,$120k - $140k,"ArcGIS,D3,Excel,Illustrator,Leaflet,Mapbox,Processing,Pen&Paper,Canvas,p5.js,NodeBox","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Chemistry ,Woman,USA,10.0,2.0,0.0,10.0,0.0,5.0,"Embeddedinatool,Dashboard",yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no
1182,Mostly Self-Taught,Other,< $20k,"ggplot2,R","LineChart,BarChart,Scatterplot",Private sector,architecture & urban design,Woman,Poland,1.0,0.0,0.0,0.0,0.0,8.0,Email,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
1183,Mostly Self-Taught,Leadership,$20k - $40k,"D3,Excel,Highcharts,Illustrator,Mapbox,R,Tableau,Vue,WebComponents,Canvas","LineChart,BarChart,PieChart,Scatterplot,PictorialVisualization,Treemap",Agency,Public policies,Woman,Argentina,20.0,0.0,2.0,10.0,8.0,2.0,"Embeddedinatool,Dashboard,Scrollytelling,StaticWebPage,Documents,Presentations,Email",yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes
1185,Mostly Self-Taught,Other,$60k - $80k,"ArcGIS,Excel,PowerBI","LineChart,BarChart,PieChart,Scatterplot,Infographics,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,Psychology,Woman,USA,2.0,0.0,20.0,0.0,10.0,0.0,"Dashboard,Documents,Presentations,Email,Newspaperorotherphysicalhandout",yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no
1186,Mostly Self-Taught,Scientist,$60k - $80k,"Cytoscape,ggplot2,Illustrator,Plotly,R,Pen&Paper","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,NetworkDiagram",Academic,Pharmacy,Woman,Norway,10.0,5.0,5.0,5.0,5.0,0.0,"Documents,Presentations,Email",no,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no
